Tweet_count,Username,Text,Created At,Retweets,Likes
217,Victoria,"This mp, njoroge kururia had no incisors teeth in 2017....after watu wa Gatundu North kumwosha na kumchagua anawakosea  heshima..
Resignation #morarakebaso #ImpeachRutoAndGachagua ODM MPs Rigathi Gachagua president William ruto network international https://t.co/shDZPHIEIX",Mon Oct 07 12:49:53 +0000 2024,2,7
218,𝐌𝐫. 𝐊𝐢𝐥𝐢𝐟𝐢𝐚𝐧,Rigathi Gachagua is a truthful and fearless man. He obtained crucial skills during his paramilitary training. He  cannot be intimidated unless they go home both of them. https://t.co/K3zRFlTUJZ,Mon Oct 07 17:22:45 +0000 2024,56,380
219,Omwamba 🇰🇪,Do you support the MPs' Move to Impeach DP Rigathi Gachagua? https://t.co/cVK57WMfCa,Tue Oct 08 18:36:45 +0000 2024,66,544
220,Timoshenko,Rigathi Gachagua said You're lost to mean Na umepotea 💀😂😂 https://t.co/k8ayvenZ4J,Fri Dec 02 12:42:54 +0000 2022,661,1984
221,"H.E. Rigathi Gachagua, EGH",Nation media you have ran a smear campaign with Kinoti for the last 3 years! Even as I voted in full glare of media you are running a false narrative that I was identified manually. How low can you sink? You have lowered yourself to the level of gutter press and yellow journalism https://t.co/CCJpik3uB4,Tue Aug 09 07:21:41 +0000 2022,1052,5911
222,"William Samoei Ruto, PhD","Join me and other Kenya Kwanza team in welcoming and congratulating Rigathi Gachagua for ascending to the position of the Running-mate for the Hustler Nation. Hon. Gachagua has the requisite drive, knowledge and stamina to help us transform our country. https://t.co/ostdutXvrW",Sun May 15 14:30:58 +0000 2022,925,6870
223,Solomon Kimani,Jackie Maribe Appointed Director of Communications at the DP's Rigathi Gachagua's office. https://t.co/gUp6Fx6Gvd,Mon Sep 26 12:29:40 +0000 2022,415,5150
224,Kenyans.co.ke,"Rigathi Gachagua dishes out chapatis during a rally in Banana, Kiambu. https://t.co/Jv2TG9RZfg",Sat Jul 16 15:09:01 +0000 2022,447,4054
225,Goddie,"Mr Speaker, you sit here today because you fought and negotiated for your stomach - Deputy President Dp Rigathi Gachagua tells National Assembly Speaker Moses Wetangula in Parliament https://t.co/ppYdCTCb47",Tue Oct 08 17:08:54 +0000 2024,79,580
226,Nasir,"Thought Rigathi Gachagua was  calling a press conference to render his  resignation,  head held high like Jaramogi Odinga, kumbe hes giving us his fabricated biography and is just short of  telling us how Moi is his real father and traitor Osama Otero is actually his child🚮 https://t.co/3NrNlcVYyd",Mon Oct 07 17:11:58 +0000 2024,2,28
227,"Cyprian, Is Nyakundi",Deputy President Rigathi Gachagua attends Church Service at Deliverance Church in Kaplong Bomet County. https://t.co/elLEr55Isc,Sun Jun 30 08:42:39 +0000 2024,563,2631
228,Hellen Njeri,Gachietha..is also Rigathi Gachagua https://t.co/ssWpDPUpLW,Tue Oct 08 20:58:07 +0000 2024,4,14
229,The Chosen,"MPs at Parliament are always blind to serious problems facing Kenyans, but now that they have the spade against Rigathi Gachagua 👇 https://t.co/3DctAD9SUk",Wed Oct 09 05:16:28 +0000 2024,5,28
230,CHOBOS™,So Rigathi Gachagua ataenda nyumbani na gari haina flag  ? https://t.co/qHHh4meN1V,Tue Oct 08 18:03:42 +0000 2024,10,89
231,official opposition for Kenya,Walai rigathi Gachagua atalia https://t.co/i006VbHfOQ,Mon Oct 07 16:39:06 +0000 2024,8,70
232,"H.E. Rigathi Gachagua, EGH","When you can't make them see the light, make them feel the heat - Ronald Reagan https://t.co/AtPgxBwRys",Mon Aug 01 06:13:35 +0000 2022,535,4620
233,Yoko,"We have modern Judas, William Ruto. He betrayed Uhuru Kenyatta and he's now betraying Rigathi Gachagua.

He sometimes plays the role of devill in Kenya also, by Killingg aand looting. https://t.co/ezw6sOlJAT",Mon Oct 07 12:05:45 +0000 2024,110,329
234,MUHAMMAD ONYANGO,Rigathi Gachagua really needs to own his space and walk on the red carpet like the second in command. https://t.co/pbGtxcPcC0,Fri Sep 16 19:19:22 +0000 2022,609,6553
235,𝑲𝙤𝒓𝙚𝒔🛜,"Say nothing, just Retweet.

#FreeMoraraKebaso Rigathi Gachagua Junet Riggy G. https://t.co/jWX5EB2N40",Tue Oct 08 16:23:35 +0000 2024,189,200
236,Rash ™,Rigathi Gachagua is whistling. Hatishwi kabisa😂😂😂😂 https://t.co/NibKBASMzh,Mon Oct 07 18:21:02 +0000 2024,707,2945
237,Mkenya mzalendo🇰🇪🇰🇪💲,"But they still went to join the bread based govt ... There were signs but we were hood winked by what the former president termed as ""mdomo tamu tamu""
Rigathi Gachagua 
#FreeMoraraKebaso 
#RejectAdaniDeal 
#RejectUniversityFundingmodel 
#DissolveParliament 
#ImpeachBoth https://t.co/CK1T3r4M7r",Tue Oct 08 22:05:37 +0000 2024,0,1
238,Omwamba 🇰🇪,Ati Baringo Woman Representative Florence Jematia aliitwa aje na Deputy President Rigathi Gachagua??? https://t.co/nTZVoStBoT,Tue Oct 08 13:07:44 +0000 2024,84,1002
239,"H.E. Rigathi Gachagua, EGH",We must deal with state capture decisively and free our economy. https://t.co/9ttlwPPgUc,Wed Jul 20 08:47:16 +0000 2022,897,7087
240,Sholla Ard 🇰🇪,"Are kenyans aware that this animal has been found in western Kenya?

Residents are saying it's a leopard, but is it really ? 

🚨 President William ruto and Rigathi Gachagua must all go .
Indian ocean likoni https://t.co/SwOiMNe5py",Sun Oct 06 10:41:57 +0000 2024,55,232
241,Kabansora 🗨,"While we were impeaching Rigathi Gachagua, Cameronian President Paul Biya died comfortably in a hospital in Paris after plundering Cameroon for 42 years.

In an entire 42 years, he was unable to build a hospital that could treat him. 

Mungu bariki wengine sasa. https://t.co/2FRfuyXLeB",Tue Oct 08 17:52:38 +0000 2024,5,37
242,The Chosen,William Ruto watching the Parliament proceedings against Rigathi Gachagua. https://t.co/ZBfqNdHFE1,Tue Oct 08 19:11:17 +0000 2024,17,152
243,Gideon Kitheka Snr,"The impeachment of Deputy President Rigathi Gachagua yesterday by 281 MPs marks a pivotal moment in Kenya’s democratic journey. 
#KwaheriWamitego

It is a clear rejection of the politics of division and corruption that have plagued our nation. As we move forward, let us focus on https://t.co/kRWxYyWeg5",Wed Oct 09 04:40:43 +0000 2024,10,12
244,Omwamba 🇰🇪,"THIS SHOULD BE TRENDING.
Stop whatever you’re doing and Look at how Embattled Deputy President Rigathi Gachagua asked President William Ruto to Forgive Him in Broad Daylight.
Class, What is Happening to Pressure??? https://t.co/gMAsXj0790",Sun Oct 06 09:38:42 +0000 2024,647,2511
245,Kijana Ya Atwoli ( parody ),Junet and Kimani Ichungwa sharing reasons why Rigathi Gachagua should be impeached https://t.co/IcCK66iaFs,Tue Oct 08 16:28:11 +0000 2024,100,485
246,Dan Nyagah,"Going forward, Deputy president Rigathi Gachagua should keep these Loyalists very close to him. They are true soldiers. https://t.co/gbkoWpUD28",Sun Oct 06 18:34:06 +0000 2024,1,23
247,Morara Kebaso Snr Diaries🐦,"Resignation in the horizon. 

Rigathi Gachagua Coup State House Aoko https://t.co/IRq8hhah0p",Mon Oct 07 15:48:45 +0000 2024,16,77
248,Omwamba 🇰🇪,Look at What Mumias East Member of Parliament Peter Salasya and Jalas were doing while other MPs were busy discussing DP Rigathi Gachagua’s Impeachment motion in Parliament. Oscar Sudi is Present! https://t.co/DeVNJcWecu,Tue Oct 08 14:13:00 +0000 2024,368,2103
249,Mambo Mseto X,Leaked audio by MP Sylvanus Osoro reveals how Rigathi Gachagua withdrew his confidential vote worth 700 million in cash for the past two years to purchase hotels; Osoro also claimed Gachagua disinherited his late brother's family off their inheritance. https://t.co/I3PHpnKngw,Thu Oct 03 07:56:42 +0000 2024,85,99
250,Omwamba 🇰🇪,Kindly note that 282 members voted in favour of the Impeachment Motion Against DP Rigathi Gachagua. There was an error in tabulation and the anomaly has since been Corrected. https://t.co/iMXrY0fVDb,Tue Oct 08 20:25:26 +0000 2024,22,150
251,Dr. G,Summary of Rigathi Gachagua’s presser: https://t.co/EPPv4wZL1t,Mon Oct 07 16:45:42 +0000 2024,254,967
252,Chris Sambu,DP Rigathi Gachagua at 7pm in Karen. https://t.co/HE5XKJJdnE,Mon Oct 07 11:16:53 +0000 2024,688,2342
253,Olund Lweny,"Rigathi Gachagua to Kenyans.
#RigathiCrocodileTears https://t.co/1IL9BlEuib",Mon Oct 07 17:09:43 +0000 2024,6,25
254,felloh,Rigathi Gachagua anafeel lonely anaenda kununua shamba https://t.co/TCkkrBjpgf,Mon Oct 07 17:15:09 +0000 2024,15,71
255,Ignatius,🤣🤣🤣🤣  kenya kuna kazi https://t.co/PdTLahV66G,Mon Oct 07 12:49:44 +0000 2024,7,35
256,Gabriel Oguda,Here is the video of Mombasa County Woman Rep describing how Rigathi Gachagua went to Mombasa to chew maize cobs and throw trash aoyaye. And that's Busia Woman Rep Catherine Omanyo boiling in hysteria behind her. Someone ring the bell now. https://t.co/UZ2ymHb8bk,Tue Oct 08 12:52:52 +0000 2024,68,459
257,Hon. Katiwa 𝕏,Kimani Ichung'wa hujiona nani? See the way he threatened the deputy president Rigathi Gachagua on how he dealt with President Uhuru Kenyatta. https://t.co/IS2cqL0X8A,Sun Oct 06 09:48:53 +0000 2024,174,933
258,kym🇰🇪,"Kenyans will like what Rigathi Gachagua has for us in store after this impeachment. You will know where each one of them sleeps and how they sleep.
I'm loving this game",Wed Oct 09 00:26:57 +0000 2024,1,0
259,Munee 🦋,"IPhone 13
128gb storage
Battery Health 100%
Condition;Open Box
Color; Midnight 
Free screen guard and case
62,000ksh
📞 Call or Text 0721920545 or DM
@PhoneExpressKe 

Rigathi Gachagua #FreeMorara Aoko Amerix Parliament https://t.co/FAvIOXC7Y1",Tue Oct 08 16:02:53 +0000 2024,96,107
260,Prof.Wa.Sayansi.Na.Siasa.,"DP Rigathi Gachagua basically told Kenyans that the state is so inept, so corrupt, and so clueless that it couldn't even buy a proper rope to hang him. https://t.co/jMfarkjWom",Tue Oct 08 03:00:06 +0000 2024,5,32
261,DP 🇰🇪,"The mount does not belong to Rigathi Gachagua.

It belongs to Kenyans. https://t.co/tgl7VEvXRk",Sun Oct 06 18:10:16 +0000 2024,3,32
262,Citizen TV Kenya,DP Rigathi Gachagua: Rigathi Gachagua has learned his job from his boss that public officers must be called to order when they fall short of expectations. I never saw anybody bring William Ruto here for impeachment or criticizing the IG or the DCI. This is a very unfair https://t.co/y7NaJMorSf,Tue Oct 08 15:27:34 +0000 2024,387,1509
263,DADA,Rigathi gachagua is applying his political science that quack botanist Will not believe,Tue Oct 08 15:03:01 +0000 2024,3,25
264,"H.E. Rigathi Gachagua, EGH","Congratulations my boss, brother and friend as you assume office as the 5th President of Kenya &amp; Commander in Chief of our Defence Forces. Your story inspires millions of Kenyans that it is possible for any Kenyan working hard and praying to God to realize his or her dream. https://t.co/TATyTUd5GP",Wed Sep 14 03:28:59 +0000 2022,1148,14223
265,"H.E. Rigathi Gachagua, EGH",Join me tonight at KTN Checkpoint from 9pm as I lay out our governance plan and our roadmap to economic recovery. https://t.co/cbsFysdqBr,Sun Sep 18 13:38:33 +0000 2022,1044,9951
266,BRAVIN YURI,"Rigathi Gachagua decided to tell the Chinese to their face. 

“We know we owe you money but you don't have to beat us because we owe you money” 😂

 https://t.co/H5cT6tpjCK",Fri Sep 30 09:51:52 +0000 2022,1134,3859
267,Lion of the Mountain,This is the evidence in support of shareholders remarks by the DP Rigathi Gachagua yesterday about Wetangula and Musalia Mudavadi. https://t.co/yFZpE6elZa,Tue Oct 08 04:22:47 +0000 2024,33,56
268,Kenyans.co.ke,I cannot sign an impeachment motion against Rigathi Gachagua - MP Sabina Chege https://t.co/OWdaiJpqEz,Tue Jul 30 07:18:23 +0000 2024,831,6643
269,DP 🇰🇪,Mutai Kahiga is celebrating while his friend Rigathi Gachagua faces impeachment. https://t.co/Qd5agBRx26,Mon Oct 07 16:10:36 +0000 2024,4,36
270,Mwafrika™🇰🇪,Rigathi Gachagua to Ruto and the whole national assembly https://t.co/JqUhA11UIj,Tue Oct 08 15:47:57 +0000 2024,136,330
271,Sholla Ard 🇰🇪,Are kenyans aware that Robert mbui mp has done the Lord's work ? He's indicated that impeachment should include William ruto and not only Dp Rigathi Gachagua . Also let's focus on Adani SHIF etc🚨 Anyway Morara kebaso is free. Amerix https://t.co/PBxqVNMnnS,Tue Oct 08 14:15:02 +0000 2024,234,491
272,Omwamba 🇰🇪,Absention is same as a NO vote or a vote for DP Rigathi Gachagua. https://t.co/LHq5hiPLKI,Tue Oct 08 17:48:46 +0000 2024,85,703
273,Hon. Katiwa 𝕏,I like it that Babu Owino has refused to associate himself with mediocrity of impeaching Dp Rigathi Gachagua. Babu kwa Sababu! https://t.co/iklT01FjzX,Tue Oct 08 17:38:24 +0000 2024,158,953
274,NTV UGANDA,"BREAKING NEWS: The Parliament of Kenya has impeached Deputy President Rigathi Gachagua on grounds of corruption. #NTVNews

The House voted 281 to 44 to impeach him. He will go down in Kenyan history as the first deputy president ordered to leave office. 

More details to follow https://t.co/vMdfXGd0fX",Tue Oct 08 18:28:24 +0000 2024,405,2004
275,OJANGA,Nimeenda WhatsApp nikapata Rigathi Gachagua ametoa Dp💀 https://t.co/g9EgPwS6nZ,Wed Oct 09 03:52:53 +0000 2024,45,84
276,William Shakespeare,Dp Rigathi Gachagua is clearly not the problem. The problem is Ruto! https://t.co/Ch8MXAdDwz,Tue Oct 08 15:48:13 +0000 2024,92,357
277,"H.E. Rigathi Gachagua, EGH","We shall not condone any attempts to legitimise LGBTQ actions in Kenya.  Our values must be respected, and in no way shall we turn back. https://t.co/fG0gUhauTr",Thu Mar 02 10:44:14 +0000 2023,998,8180
278,The Standard Digital,"The National Assembly was yesterday a battlefield of sorts as a heated and rare debate on the ouster of Deputy President Rigathi Gachagua took a definitive turn.

https://t.co/4lkyBANUuy",Wed Oct 09 04:40:10 +0000 2024,2,12
279,Queen B,"These are the Western kenya people that Deputy President Rigathi Gachagua referred to when he said Wetangula and Mudavadi are enjoying their 30% share, just listen to their reasoning. https://t.co/moBRSpyfhV",Tue Oct 08 08:22:45 +0000 2024,79,160
280,MR RIGHT™🇰🇪,I'm sure right now Rigathi Gachagua regrets what he said to Uhuru here in this video. 😭 https://t.co/Ux4uWha0PC,Mon Oct 07 17:00:38 +0000 2024,289,1468
281,The People's Watchman,"HAPPENING NOW
DP Rigathi Gachagua arrives in Parliament

It's about to go down https://t.co/ALR8dPtgx1",Tue Oct 08 13:49:35 +0000 2024,16,181
282,MUKARABATI,"Deputy president Rigathi Gachagua Stays
#DPGachaguaSpeaks
#NoResignation
DP Stays https://t.co/dEbpPTvs0D",Mon Oct 07 16:22:46 +0000 2024,2,15
283,Harry.,"RIGATHI GACHAGUA alikuwa kiongozi MSHAMBA wa MADARAKA aliyejaa KIBURI na DHARAU. Kumbuka alipokuwa anawakosoa kina UHURU KENYATTA, RAILA ODINGA kuwa waliitia nchi HASARA, walimtisha n.k leo ameliwa kichwa.

POWER IS TRANSIENT. https://t.co/gTN5xQJMsG",Tue Oct 08 19:16:41 +0000 2024,0,5
284,ALATO🇰🇪,Mr Rigathi Gachagua we have seen this movie before. Pereka ujinga huko😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/R7s04JS126,Mon Oct 07 17:42:03 +0000 2024,0,0
285,MureaCollins🇰🇪,"Impeachment of Rigathi Gachagua was well  
 orchestrated way before even the Gen Z came on the streets.
It's just formations of 2027 &amp; 2032 LINEUPS https://t.co/CBHnvTdhUG",Wed Oct 09 00:31:07 +0000 2024,4,7
286,254🇰🇪✊✊,"MP Tim Kipchumba on why he voted No for the motion on impeachment of Rigathi Gachagua. He claims the process was a ""mob lynch"".
https://t.co/WvOmyRrLec",Wed Oct 09 01:54:20 +0000 2024,1,3
287,PK SELLASIE,"A NO for the impeachment of Rigathi Gachagua Riggy G 

It's Kufa Dereva Kufa Makanga 
Anguka Nayo!!! https://t.co/cu5nomaqoM",Tue Oct 08 11:40:57 +0000 2024,330,3507
288,Yoko,"A time in 2022 when William Ruto said that disputes won't arise between him and Rigathi Gachagua. He almost sweared to God,but guess who impeached his Deputy? https://t.co/VooTjjwEpR",Tue Oct 08 20:47:34 +0000 2024,65,98
289,Machar!a,"Onesmus Ngogoyo, MP Kajiado North: Impeaching Dp Rigathi Gachagua needs more evidence than what he (Mwengi Mutuse) has provided. I find this to be very shallow. In the words of the Chief Justice this is hot air.
#IStandWithRigathi https://t.co/HE5Iag3hqR",Tue Oct 08 13:00:09 +0000 2024,15,43
290,Mambo Mseto X,"Rigathi Gachagua on going against a Cabinet directive on evictions
https://t.co/ZBVbHddtVP",Wed Oct 09 04:07:13 +0000 2024,10,10
291,Omwamba 🇰🇪,DP Rigathi Gachagua disinherited his brother's Widow - Silvanus Osoro https://t.co/40wUkhCszw,Tue Oct 08 10:02:43 +0000 2024,67,696
292,𝑲𝙤𝒓𝙚𝒔🛜,"The Message from younger brother. Truthful man Riggy G ametupeana hivo tu. Rigathi Gachagua shouldn't have said this 😢 
#EndOfAnError https://t.co/qEZAar8JUt",Mon Oct 07 19:38:33 +0000 2024,18,84
293,🇰🇪 James WaNjeri,"Rigathi Gachagua's 53-page response to the impeachment motion shows that he knows Parliament and Senate will not save him, this one is headed for the Courts and that is why he is being very meticulous with his evidence.",Tue Oct 08 15:11:34 +0000 2024,1353,5384
294,Kijana Ya Atwoli ( parody ),"Fuck William Ruto
Fuck Rigathi Gachagua
Fuck the Parliament
Fuck Raila Odinga
Fuck Kasmuel MCoure
Fuck Osama Otero
Fuck Junet
Fuck Kimani Ichungwa
Fuck the MPs
Fuck Adani
Fuck SHIF
Fuck this government
Fuck you too",Tue Oct 08 17:08:59 +0000 2024,1272,5247
295,Punstar,Rigathi Gachagua is the perfect example of how people think low of someone who plays dumb all the time but actually knows what they're doing,Tue Oct 08 15:30:16 +0000 2024,1211,5031
296,Danny Gonah,"The Deputy President Rigathi Gachagua is a truthful man, he even said the Public Participation was shoddy, he has said people should focus on Adani scandal https://t.co/8pelFgxO1g",Mon Oct 07 18:35:41 +0000 2024,0,9
297,DP 🇰🇪,"Rigathi Gachagua is not mentioned in the inheritance of James Nderitu Gachagua.

He is lying to us. https://t.co/K52P7k6Rha",Mon Oct 07 17:39:37 +0000 2024,11,59
298,Mak Mansa,I don’t like Rigathi Gachagua but sipendi vile Ruto is getting his way! Any win for Ruto is a loss for Kenyans 😬 Dereva anauza gari tutembee 🤦🏾‍♂️  #FormIEBC,Wed Oct 09 05:25:53 +0000 2024,2,12
299,°3Men,"Rigathi Gachagua to the Parliament.
""Malaya ni Slogan ya twitter hiyo sio matusi."" https://t.co/51PJ1UCp8P",Tue Oct 08 17:01:31 +0000 2024,119,690
300,"Cyprian, Is Nyakundi","Tensions are escalating within UDA as members suspected of siding with Deputy President Rigathi Gachagua were reportedly kicked out from high-profile WhatsApp groups of the ruling party.

The abrupt purge spearheaded by a youthful legislator was allegedly facilitated by a https://t.co/UfcCvYESEm",Sat Jun 22 21:30:11 +0000 2024,1343,5910
301,Edgar Obare,"Twitter blogger, Maverick Aoko, shares screenshots of messages she allegedly sent to Deputy President Rigathi Gachagua after his public apology to the president yesterday. #maverickao #bnnbasic 
JOIN BNN BASIC- https://t.co/06uNPuDax2 https://t.co/PJ93cErIVc",Mon Oct 07 06:04:11 +0000 2024,3,26
302,TechWicky,"If the impeachment of Deputy President Rigathi Gachagua stands based on claims of corruption and tribalism, then we must question the integrity of President William Ruto as well. If these allegations hold true, isn’t it time for the president to face impeachment too? https://t.co/dzciOiuNZT",Wed Oct 09 04:46:53 +0000 2024,9,33
303,Omwamba 🇰🇪,Sabina Chege Votes Yes to Impeach DP Rigathi Gachagua! https://t.co/cB9MCWmlHd,Tue Oct 08 18:04:42 +0000 2024,201,1621
304,Ole Teya,Protests in Mathira after Rigathi Gachagua's impeachment. https://t.co/WsSqxMtIaF,Tue Oct 08 19:51:03 +0000 2024,312,1176
305,NYABOKE,"Tops 
Free size 
Price KES 500 only 
DM @Vins_Clad_Houz

Available at affordable price.
Call /WhatsApp 0716658027
Location Eldoret but delivery is done all over 

Ndindi Nyoro Malaya Rigathi Gachagua Paul Biya Kimani Ichungwa Aoko Joho Peter Salasya Millie Odhiambo IEBC https://t.co/9aHsyzCHmt",Wed Oct 09 04:24:50 +0000 2024,50,55
306,"Cyprian, Is Nyakundi","Mukurweini MP Ndirangu Kaguchia and Gatundu South MP Gabriel Kagombe engaged in a heated exchange during a parliamentary session debating Deputy President Rigathi Gachagua's impeachment.

""Mr. Speaker there is a reason why Hon. Kagombe is called a small calf (Kagombe) and not a https://t.co/b4jxHPvar1",Tue Oct 08 12:58:55 +0000 2024,99,358
307,Punstar,"Rigathi Gachagua: ""If you disrespected me and I was calm about it, don't trust me, I'll fuck you up at the right time""",Tue Oct 08 16:24:17 +0000 2024,16,122
308,🅿🆁🅴🅰🅲🅷🅴🆁🅺🅸🅳 🇰🇪🇬🇧,"At least we've seen Cleophas Malala was a good Drama Teacher, Deputy President Rigathi Gachagua anapeleka script fiti, Mahn ako almost kusema yeye ni orphan asiguswe kama Murima. Lakini how rich was Nderitu Gachagua? https://t.co/uTEh12uoBM",Mon Oct 07 17:05:52 +0000 2024,3,25
309,Sholla Ard 🇰🇪,"Are kenyans aware that Mp salasya has indicated that there are no solid grounds of impeachment of Dp Rigathi Gachagua?

And that people are just relying on emotions? And that it's a diversion from real issues?

Mwengi mutuse won't believe it 
🚨Babu owino https://t.co/Y3zg2n7Z3d",Tue Oct 08 11:27:07 +0000 2024,247,747
310,Ken Aseka,"My lawyers will be challenging the Public Participation as a nullity - Rigathi Gachagua. 

Mutuse was given documents to sign. https://t.co/VCEZ9V6D8S",Mon Oct 07 16:31:10 +0000 2024,6,66
311,Mkenya Mzalendo,"Do you suppose the Senate will overturn DP Rigathi Gachagua’s impeachment by the National Assembly? I’m no prophet, but I’m confident it will happen. Bookmark this post! ⚖️ https://t.co/thFl1DmSDG",Wed Oct 09 04:43:23 +0000 2024,9,33
312,PropesaTV,Rigathi Gachagua whistling. Nikama ako kadi😂 https://t.co/aIlqCLaPZm,Mon Oct 07 18:38:47 +0000 2024,913,4067
313,The Standard Digital,"Deputy President Rigathi Gachagua posted Bible verses on X moments after his impeachment, sharing his message with followers barely an hour after the parliamentary vote. https://t.co/yh3OAn9ycq",Wed Oct 09 04:11:50 +0000 2024,2,24
314,Helter Skelter,Rigathi Gachagua releasing Ruto's video live in Parliament 😂😂 https://t.co/YC4bexCXRN,Tue Oct 08 15:37:48 +0000 2024,47,165
315,Nderitu 🇰🇪,"The bus just sped off from the station... without the conductor! 🚍😂 The destination is unknown!

With Rigathi Gachagua, ODM MPs, Raila, Wetangula &amp; Wamuchomba https://t.co/wJfHhaM091",Tue Oct 08 14:26:42 +0000 2024,8,76
316,"Cyprian, Is Nyakundi","Rangwe MP Dr Lilian Gogo claims that Deputy President Rigathi Gachagua is reportedly 'on record' verbally abusing Baringo Woman Representative Hon. Florence Jematia Sergon using derogatory Swahili word ""Malaya"". https://t.co/Az8CtH4MFJ",Tue Oct 08 12:57:36 +0000 2024,18,154
317,Abdulahi Adan,Citizen TV has never run for 3 hrs without running Shabiki advert ….. Rigathi Gachagua has literally stopped reggae.,Mon Oct 07 18:38:21 +0000 2024,2244,12745
318,Allano🖤,"""Unlike Rigathi Gachagua, my love for you will never face impeachment—it's a commitment that stands strong and unbreakable."" https://t.co/Nw03WryD3W",Tue Oct 08 19:40:33 +0000 2024,19,153
319,Shadrack wa Chrisstal Farms,"Lakini President Uhuru Kenyatta mwacheni Tu!Mzee kaiona game na Cards ♦️ zote buana!
Baba 
Joho 
Sabina Chege 
Rigathi Gachagua 
Ndindi Nyoro https://t.co/A3ICKE3ZAW",Tue Oct 08 22:49:37 +0000 2024,6,12
320,"H.E. Rigathi Gachagua, EGH",Kenya is a Godly Nation and we shall not bow to any other gods. Have a blessed Sunday. https://t.co/ERLP7fwVJn,Sun Jul 31 06:33:39 +0000 2022,528,5144
321,"H.E. Rigathi Gachagua, EGH","UKRAINE DONATES 25,000 METRIC TONNES OF WHEAT TO KENYA.

Ukraine 🇺🇦 has donated 25,000 metric tonnes of wheat to Kenya 🇰🇪 that will be distributed to counties severely affected by the ongoing drought. https://t.co/0xcXlYoxr7",Tue Nov 22 13:37:46 +0000 2022,561,4669
322,"Hon. Justice Martha K. Koome, FCIArb, EGH",1. Witnessed the swearing-in of His Excellency Hon. William Ruto as President of the Republic of Kenya and His Excellency Hon. Rigathi Gachagua as Deputy President in accordance with the Constitution of Kenya. https://t.co/CxW6FqhYSc,Tue Sep 13 15:53:34 +0000 2022,2144,22304
323,SUPER METRO 🇰🇪,"""Babe nitakutreat vizuri ju sitaki nikuwe impeached kwa relationship kama Rigathi Gachagua"" https://t.co/2tcpL1qGyr",Tue Oct 08 19:19:43 +0000 2024,21,80
324,"H.E. Rigathi Gachagua, EGH","To address high food prices we must begin with the farmer. Providing affordable farm inputs through a subsidy programme is a strategic intervention that will put the country on the right path.

Flagged off a consignment of 426,000 bags of DAP fertilizer for farmers across Kenya. https://t.co/D2IUQtBcMe",Thu Sep 22 09:21:50 +0000 2022,825,7875
325,Omwamba 🇰🇪,"Yaani Kimani Ichung'wa went live on NTV and hit Deputy President Rigathi Gachagua this Hard. Weuh!
https://t.co/TFYwsA7eSl",Tue Oct 08 05:58:10 +0000 2024,273,1373
326,Punstar,Rigathi Gachagua using ruto's videos as evidence: https://t.co/0koaaQ4x7J,Tue Oct 08 15:49:43 +0000 2024,23,145
327,Incognito,"Rigathi Gachagua : ""I was lucky I got into business during Kibaki era. When this country was in good hands, the economy was working. Unlike now.""

The country now: https://t.co/I6EqPCvXlL",Mon Oct 07 23:04:18 +0000 2024,13,44
328,Omwamba 🇰🇪,DP Rigathi Gachagua says Funds for the renovation of his official Karen Residence was approved and allocated by Parliament https://t.co/h4zCo7Yzcw,Tue Oct 08 15:12:19 +0000 2024,230,1577
329,I am Chege,"Shujaa Abdikadir last moments before he left us.

Abdikadir was paralyzed by a bullet that was shot straight to his spinal.

He didn't make it.

He left when his mother was hopelessly staring at him.

Then someone offers you 100K to defend Rigathi Gachagua or William Ruto.

What https://t.co/1TFQNPFyJW",Sun Oct 06 17:30:13 +0000 2024,1500,3027
330,𝐉𝐀 𝐊𝐈𝐒𝐈𝐈 ™🇰🇪,Rigathi Gachagua  's brother in heaven wondering when  did he write a will  for Gachagua to inherit his properties 😂😂💀 https://t.co/6JkjeHzFZW,Mon Oct 07 16:43:55 +0000 2024,134,912
331,Omwamba 🇰🇪,DP Rigathi Gachagua to MPs Right Now! https://t.co/cVj1N6rjZj,Tue Oct 08 15:07:31 +0000 2024,144,1000
332,Omwamba 🇰🇪,What is the Israel flag doing in Deputy President Rigathi Gachagua's official residence in Karen? https://t.co/dzX2iXQXb3,Sun Oct 06 18:24:35 +0000 2024,91,686
333,K47.DIGITAL NEWS™,"Retweet widely until it reaches the Mau Mau fighter... Rigathi Gachagua 

Trends: State House, Nyeri Governor Mutahi Kahiga, Aoko, Resignation, Coup https://t.co/bELpg85l34",Mon Oct 07 15:58:10 +0000 2024,16,37
334,Kaslim,I have GENUINELY listened to Deputy President Rigathi Gachagua Defence in the National Assembly chambers &amp; this gentleman is indeed TRUTHFUL This is a politically stage-managed IMPEACHMENT MOTION. https://t.co/hjJwwZGKZM,Tue Oct 08 16:04:13 +0000 2024,72,365
335,Bianca™,"Tiaty MP William Kamket giving us a snippet of how the National Intelligence Service (NIS) got DP Rigathi Gachagua red-handedly plotting to overthrow his boss, President William Ruto. We are going to see fireworks in Parliament tomorrow. https://t.co/6cbgh3gKmh",Mon Oct 07 05:22:04 +0000 2024,752,2887
336,Nixon,"“Mimi ni chuma ya zamani. I will not resign”

-Rigathi Gachagua- https://t.co/McPFlkorv8",Mon Oct 07 16:41:59 +0000 2024,5,41
